chapter,questions,label
3,Which of the following statements is true regarding average fixed costs?,1
3,The high-low method and least-squares regression are used by managers to ________.,1
3,Which of the following methods of cost estimation relies on only two data points?,1
3,"In the cost equation Y = a + bx , Y represents which of the following?",1
3,A scatter graph is used to test the assumption that the relationship between cost and activity level is ________.,1
3,Type of Business: What is a business?,0
3,Indirect labor is labor that is not directly employed by the employer.,0
3,"Fixed or Variable, fixed or variable, fixed or variable, fixed or variable, fixed or",0
3,Screen-Printing Ink is used to print screen-printed documents.,0
3,Which of the following is not a characteristic of the service industry?,0
3,Raw materials used in the production of raw materials are used in the production of raw materials.,0
3,What is the assumption that the relationship between activity and costs is linear?,0
3,What is the purpose of a cost classification?,0
3,Months of the month are referred to as month of the month.,0
3,What is the total fixed costs divided by the total number of units produced?,0
3,"Where Y 1 is the total cost at the lowest level of activity, Y 2 is",0
3,What is the variable cost per flight-hour?,0
3,Decision on the basis of the decision on the basis of the decision on the basis of the decision,0
3,What is Margo's plan to expand her business to include gourmet foods and gift baskets,0
3,Link to Learning Link to Learning Link to Learning Link to Learning Link to Learning Link to Learning Link,0
3,Fixed Costs are examples of Fixed Costs.,0
3,Which of the following is not a typical expense of Whichard & Klein?,0
3,Merchandising and Merchandising are two of the main areas of business.,0
3,Cars are a great way to buy a used car.,0
3,Table 2.1 lists examples of costs that are similar across different types of businesses.,0
3,"During the month of May, the business is closed.",0
3,The cost of manufacturing is a vital component of the Schedule of Cost of Goods Sold,0
3,"Complete the cost equation: Y = $3,000 + $350 x Y =",0
3,What is the AFC of Carolina Yachts?,0
3,What is the cost of the car that Marg bought?,0
3,Which of the following is not a component of manufacturing overhead?,0
3,Revenue and expenses for a law firm illustrate how the income statement for a service firm differ,0
3,"What is the name of the retail store that sells outdoor gear for men, women, and",0
3,Cost Information for Eagle Electronics Inc.,0
3,Typical overhead of manufacturing is a result of the manufacturing overhead.,0
3,"If the range for QA inspection is exceeded, which of the following is correct?",0
3,What are the costs that do not change in a reference range called?,0
3,The income statement for the company is shown in Figure 2.12.,0
3,"2 employees, 2 employees, and 2 employees are employed by the company. The company has 2",0
4,How often should managers in a workplace anticipate an inspection from the Occupational Safety and Health Administration?,1
4,"According to data presented in the chapter, about how much do women earn in comparison with men doing the same job?",1
4,"In the United States, CEO pay is on average ________ times as high as the pay of the average worker in the same company.",1
4,Which of the following is not true of displaced workers?,0
4,What is a common law claim?,0
4,Productivity in 2015 by Country (Sample of Eight Industrialized Nations) by Country (,0
4,Unfair Wages: The Gender Pay Gap: What is the Gender Pay Ga,0
4,Table 6.3 Compares productivity among several industrialized nations in Table 6.3.,0
4,Drug Testing in the Workplace is a common problem in the workplace.,0
5,Which polysaccharide is usually found in the cell wall of fungi?,1
5,Which of these organelles is not found in a fungal cell?,1
5,The wall dividing individual cells in a fungal filament is called a,1
5,"During sexual reproduction, a homothallic mycelium contains",1
5,The most primitive phylum of fungi is the ________.,1
5,Members of which phylum produce a club-shaped structure that contains spores?,1
5,Members of which phylum establish a successful symbiotic relationship with the roots of trees?,1
5,The fungi that do not reproduce sexually use to be classified as ________.,1
5,What term describes the close association of a fungus with the root of a tree?,1
5,Why are fungi important decomposers?,1
5,A fungal infection that affects nails and skin is classified as ________.,1
5,Yeast is a facultative anaerobe. This means that alcohol fermentation takes place only if:,1
5,The advantage of yeast cells over bacterial cells to express human proteins is that:,1
5,Describe the role of fungi in the ecosystem.,0
5,Which of the following is not a characteristic of the Fungi Learning Objectives?,0
5,Aflatoxins are carcinogenic compounds released by fungi of the genus,0
5,Which of the following is correct about homothallic mycelia?,0
5,What is the process of forming buds in yeast cells?,0
5,What is oenology a term for?,0
5,Sporangiospores are produced in a sporangium.,0
5,Mutualistic Relationships are formed when there are mutualistic relationships.,0
5,What is the most common form of systemic mycosis?,0
5,What is a type of mutualism between a plant and a fungus,0
5,What is the effect on plant growth of a soil containing symbiotic,0
5,What is the fruiting body of a basidium?,0
5,Which of the following is not a chytrid?,0
5,Mycorrhizae and Land Plants are related by the Coevolution of Land,0
5,What are the major decomposers of nature?,0
5,Which of the following elements is not a trace element in the food web?,0
5,Sexual Reproduction is a process that involves sexual reproduction.,0
5,What is the main function of fungi in metabolizing nutrients?,0
5,What are fungi?,0
5,Which of the following is a common plant pathogen?,0
5,Decomposers and Recyclers are also known as Decomposers and Recycl,0
5,What are fungi that reproduce sexually and/or asexually called?,0
5,What are fungal pigments?,0
5,What is the name of the compound that is found in fungi?,0
5,Career Connection Mycologist Career Connection Mycologist Career Connection Mycologist Career Connection Myc,0
5,What is the endoplasmic reticulum?,0
6,Diversity and inclusion at all levels of a private-sector company is ________.,1
6,Google ________.,1
6,The primary law prohibiting religious discrimination in the private sector workplace is ________.,1
6,"If an ADA accommodation is significantly expensive, ________.",1
6,Are individual states allowed to have laws protecting LGBTQ applicant or employee rights?,1
6,"As of 2018, the current federal minimum wage is ________.",1
6,The middle class in the United States ________.,1
6,Laws protecting animal rights in cosmetic testing are ________.,1
6,The Human Rights Campaign’s CEI is a set of criteria that are used by the,0
6,Critical Thinking is a form of critical thinking that is a result of critical thinking. Critical,0
6,Critical Thinking is a form of critical thinking that is a result of critical thinking. Critical,0
6,What is a benefit of a diversity-based culture?,0
6,What was the percentage of Hispanic workers in the private sector before the passage of the,0
6,Protections for People with Disabilities: What does the American Disability Act provide?,0
6,Describe possible solutions to the problem of income inequality.,0
6,Why is income inequality a problem for the United States?,0
6,What is the legal standing of chimpanzees?,0
6,Which of the following is not a question that is addressed in this section?,0
6,Which of the following is correct about income inequality?,0
6,What is the goal of the new laws that focus on job characteristics and not titles?,0
6,The EEOC settled the lawsuit against Verizon in the largest disability discrimination lawsuit in the agency,0
6,Which of the following is not a reason for a hike in the federal minimum wage?,0
6,Which of the following is not an example of an ethical leadership role?,0
6,Link to Learning Link to Learning Link to Learning Link to Learning Link to Learning Link to Learning Link,0
7,Which of the following specialties might focus on studying all of the structures of the ankle and foot?,1
7,The smallest independently functioning biological unit of an organism is a(n) ________.,1
7,A collection of similar tissues that performs a specific function is an ________.,1
7,Metabolism can be defined as the ________.,1
7,Adenosine triphosphate (ATP) is an important molecule because it ________.,1
7,Cancer cells can be characterized as “generic” cells that perform no specialized body function. Thus cancer cells lack ________.,1
7,Humans have the most urgent need for a continuous supply of ________.,1
7,Which of the following statements about nutrients is true?,1
7,C.J. is stuck in her car during a bitterly cold blizzard. Her body responds to the cold by ________.,1
7,"After you eat lunch, nerve cells in your stomach respond to the distension (the stimulus) resulting from the food. They relay this information to ________.",1
7,Stimulation of the heat-loss center causes ________.,1
7,Which of the following is an example of a normal physiologic process that uses a positive feedback loop?,1
7,What is the position of the body when it is in the “normal anatomical position?”,1
7,"To make a banana split, you halve a banana into two long, thin, right and left sides along the ________.",1
7,The heart is within the ________.,1
7,"In 1901, Wilhelm Röntgen was the first person to win the Nobel Prize for physics. For what discovery did he win?",1
7,Which of the following imaging techniques would be best to use to study the uptake of nutrients by rapidly multiplying cancer cells?,1
7,Which of the following imaging studies can be used most safely during pregnancy?,1
7,What are two major disadvantages of MRI scans?,1
7,What is atmospheric pressure?,0
7,Gross anatomy is a part of the anatomy of the lungs.,0
7,Which of the following is correct about the popliteus?,0
7,What is anabolism?,0
7,Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive,0
7,Which of the following is correct about controlled hypothermia?,0
7,Which of the following is not a characteristic of a specific molecule?,0
7,Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive,0
7,Computed Tomography is a type of tomography that uses computer generated images.,0
7,"At sea level, barometric pressure is much lower than at sea level, causing DC",0
7,Body Planes are a type of body plane that is used for body work.,0
7,Which of the following is correct about a serous membrane?,0
7,What is the response of pancreatic beta cells to an increase in blood glucose?,0
7,What is the sum of all anabolic and catabolic reactions that take place in the,0
7,What is the function of the hand?,0
7,What is the ability of an organism to respond to changes in its internal and external environment?,0
7,What is used to treat cancer with PET?,0
7,What is the root of an anatomical term?,0
7,Demonstrate the anatomical position.,0
7,Muscles of the body are called.,0
7,"Anatomy has areas of specialization, which is similar to most disciplines in the field of",0
7,Membrane of the Anterior (Ventral) Body Cavity.,0
7,Magnetic Resonance Imaging (MRI) is a type of imaging that uses magnetic resonance imaging,0
7,Which cavity houses the brain?,0
7,What is the goal of the anatomy and physiology section?,0
7,What is adenosine triphosphate?,0
7,What is the most important component of the body’s chemical reactions?,0
7,What is controlled hypothermia?,0
7,What is the formation of a new organism from parent organisms called?,0
7,What was the name of the first “X-ray” that could be seen on a,0
7,Directional Terms: What is the meaning of the term Directional Terms?,0
7,Which of the following is correct about the pelvis?,0
7,Which of the following is the largest cavity in the body?,0
7,Discuss the role of oxygen and nutrients in maintaining human survival.,0
7,Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement Movement,0
7,Humanity is a living organism that is a part of the human body.,0
7,Which of the following structures is not a part of the unified structure?,0
7,Positron emission Tomography is a type of Positron Emission Tomography.,0
8,Which major section of the neurological exam is most likely to reveal damage to the cerebellum?,1
8,What function would most likely be affected by a restriction of a blood vessel in the cerebral cortex?,1
8,Which major section of the neurological exam includes subtests that are sometimes considered a separate set of tests concerned with walking?,1
8,"Which of the following could be elements of cytoarchitecture, as related to Brodmann’s microscopic studies of the cerebral cortex?",1
8,Which of the following could be a multimodal integrative area?,1
8,Which is an example of episodic memory?,1
8,Which type of aphasia is more like hearing a foreign language spoken?,1
8,"What region of the cerebral cortex is associated with understanding language, both from another person and the language a person generates himself or herself?",1
8,"Without olfactory sensation to complement gustatory stimuli, food will taste bland unless it is seasoned with which substance?",1
8,Which of the following cranial nerves is not part of the VOR?,1
8,Which nerve is responsible for controlling the muscles that result in the gag reflex?,1
8,"Which nerve is responsible for taste, as well as salivation, in the anterior oral cavity?",1
8,Which of the following nerves controls movements of the neck?,1
8,Which of the following is not part of the corticospinal pathway?,1
8,Which subtest is directed at proprioceptive sensation?,1
8,What term describes the inability to lift the arm above the level of the shoulder?,1
8,Which type of reflex is the jaw-jerk reflex that is part of the cranial nerve exam for the vestibulocochlear nerve?,1
8,Which of the following is a feature of both somatic and visceral senses?,1
8,Which white matter structure carries information from the cerebral cortex to the cerebellum?,1
8,Which region of the cerebellum receives proprioceptive input from the spinal cord?,1
8,Which of the following tests cerebellar function related to gait?,1
8,Which of the following is not a cause of cerebellar ataxia?,1
8,Which of the following functions cannot be attributed to the cerebellum?,1
8,Homeostatic Imbalances The Pupillary Light Response Is Associated With A,0
8,What is the condition that results in a hemorrhagic stroke?,0
8,Which subtest involves the naming of objects strictly on the basis of sensory cues?,0
8,"Left Brain, Right Brain, Right Brain, Everyday Connection Left Brain, Right Brain, Every",0
8,A spinal cord injury can be attributed to sensory or motor deficits.,0
8,Which of the following is not a learning objective of the Mental Status Exam?,0
8,Which cortical area is responsible for sending descending commands to the brain?,0
8,Which of the following nerves controls the eye?,0
8,What is the classification of the cerebral functions assessed by the mental status exam?,0
8,What is the correct name of a patient?,0
8,Which of the following is not a component of expressive language?,0
8,Which of the following is correct about the Rinne test?,0
8,Acute nerve damage can be attributed to a deficit in the cranial nerve.,0
8,Which of the following is correct about the corpus callosum?,0
8,Which of the following is not a part of the corticospinal tract?,0
8,Which of the following is not a part of the oculomotor complex?,0
8,What is the distance between two points that are perceived as distinct stimuli?,0
8,Which of the following is correct about language function?,0
8,Which of the following is correct about upper motor neuron disease?,0
8,Describe the arrangement of sensory and motor regions in the spinal cord.,0
8,Which of the following subtests assesses the fluency and coherency of language,0
8,What is the difference between a person with a cut corpus callosum and,0
8,What is the Romberg test?,0
8,Gaze Control is a control that allows you to control the gazing of your home.,0
8,Explain the relationship between the location of the cerebellum and its function in movement.,0
8,Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive Link: Interactive,0
8,Which of the following is correct about the ascending tracts of the spinal cord?,0
8,Which nerve is responsible for coordinating gaze during head movements?,0
8,What is set generation a subtest of?,0
8,Which of the following structures is not a part of the temporal lobe?,0
8,Which of the following is not a strength test?,0
8,Which nerve is responsible for controlling the gag reflex?,0
8,Which of the following is not a sensory modality?,0
8,Which of the following is not a characteristic of the Field Sobriety Test?,0
8,Explain the benefit of a rapid assessment for neurological function in a clinical setting.,0
8,What is the relationship of the cerebellum to the axial and appendicular,0
8,What is the check reflex?,0
8,Which of the following is not a part of the prefrontal cortex?,0
8,Describe the different ischemic events in the nervous system.,0
8,Sensorium Sensorium Sensorium Sensorium Sensorium Sensorium Sensorium Sensorium Sensorium Sensor,0
8,Describe the clinical indications of common reflexes.,0
8,Which of the following is not a common aspect of the FST?,0
8,What is a deep tendon reflex?,0
8,Which of the following is correct about Brodmann’s anatomical study of the cerebral,0
8,Which of the following is not a function of the parasympathetic nervous system?,0
8,If a person with a sectioned corpus callosum is asked to put,0
9,Which of the following makes it easy for a citizen to register to vote?,1
9,Which of the following is a reason to make voter registration more difficult?,1
9,What unusual step did Oregon take to increase voter registration?,1
9,"If you wanted to prove the United States is suffering from low voter turnout, a calculation based on which population would yield the lowest voter turnout rate?",1
9,"Why do Belgium, Turkey, and Australia have higher voter turnout rates than the United States?",1
9,A state might hold a primary instead of a caucus because a primary is ________.,1
9,Which of the following citizens is most likely to run for office?,1
9,Where and when do Electoral College electors vote?,1
9,In which type of election are you most likely to see coattail effects?,1
9,Which factor is most likely to lead to the incumbency advantage for a candidate?,1
9,Which of the following is not a step in the initiative process?,1
9,A referendum is not purely direct democracy because the ________.,1
9,Link to Learning Link to Learning Link to Learning Link to Learning Link to Learning Link to Learning Link,0
9,Which of the following is correct about voting?,0
9,Which of the following states was the first to allow the use of medical marijuana?,0
9,Which of the following is not a part of the voting-age population?,0
9,Which of the following states is the most likely to frontload their primary campaigns?,0
9,PRIMARY AND GENERAL CAMPAIGNS ARE COMPARING,0
9,POLICYMAKING THROUGH DIRECT DEMOCRACY IS A TH,0
9,Which of the following is not a provision of the McCain–Feingold Act?,0
9,Analyze the reasons for low voter turnout in the United States.,0
9,Which of the following is correct about the percentage of eligible voters in the United States?,0
9,What is the “Voter’s Oath”?,0
9,Which of the following is not a goal of a campaign?,0
9,What is the percentage of citizens who vote in elections in Belgium and Turkey?,0
9,Learning Objectives: What are Objectives for Learning?,0
9,Which of the following is not a direct democracy?,0
9,Which of the following is not a type of direct democracy?,0
9,Compare campaign methods for elections to compare campaign methods for the general election.,0
9,Identify the steps needed to place an initiative on a ballot.,0
9,What did George W. Bush’s 2004 campaign focus on?,0
9,Which of the following is not a feature of the National Association of Secretaries of State’,0
9,Which of the following is correct about the state’s ability to nominate a slate of,0
9,"By the end of this section, you will be able to:",0
9,Which of the following is not a major factor in a candidate’s success in the,0
9,Which of the following is not a reason to decline to run for office if an incumbent,0
10,The body’s biological clock is located in the ________.,1
10,________ occurs when there is a chronic deficiency in sleep.,1
10,________ cycles occur roughly once every 24 hours.,1
10,________ is one way in which people can help reset their biological clocks.,1
10,Growth hormone is secreted by the ________ while we sleep.,1
10,The ________ plays a role in controlling slow-wave sleep.,1
10,________ is a hormone secreted by the pineal gland that plays a role in regulating biological rhythms and immune function.,1
10,________ appears to be especially important for enhanced performance on recently learned tasks.,1
10,________ is(are) described as slow-wave sleep.,1
10,Sleep spindles and K-complexes are most often associated with ________ sleep.,1
10,Symptoms of ________ may be improved by REM deprivation.,1
10,The ________ content of a dream refers to the true meaning of the dream.,1
10,________ is loss of muscle tone or control that is often associated with narcolepsy.,1
10,An individual may suffer from ________ if there is a disruption in the brain signals that are sent to the muscles that regulate breathing.,1
10,The most common treatment for ________ involves the use of amphetamine-like medications.,1
10,________ is another word for sleepwalking.,1
10,________ occurs when a drug user requires more and more of a given drug in order to experience the same effects of the drug.,1
10,Cocaine blocks the reuptake of ________.,1
10,________ refers to drug craving.,1
10,LSD affects ________ neurotransmission.,1
10,________ is most effective in individuals that are very open to the power of suggestion.,1
10,________ has its roots in religious practice.,1
10,Meditation may be helpful in ________.,1
10,"Research suggests that cognitive processes, such as learning, may be affected by ________.",1
10,Understanding hormone secretions associated with sleep is important to understand.,0
10,Which of the following is not a popular theory of sleep?,0
10,Which of the following is not a characteristic of narcolepsy?,0
10,"10-13 hours, between 10–13 hours.",0
10,Which of the following is not a characteristic of homeostasis?,0
10,Read this interesting newspaper article describing myths about crack cocaine.,0
10,Hypnosis is a form of Hypnosis that is used by people who,0
10,11–13 hours 18–19 hours 19–24 hours 19–24 hours 19–24,0
10,What does the social-cognitive theory of hypnosis view people in hyp,0
10,Sleep Apnea is a condition of sleep that can be attributed to a,0
10,What is the difference between morning people and night owls in circadian rhythms?,0
10,Which of the following is not a recommendation for parents to protect their children from SIDS?,0
10,What is a state of protoconsciousness?,0
10,3–5 years.,0
10,7 hours 11 hours 7 days 11 hours 7 days 11 hours 7 days 11 hours 7 days 11,0
10,What is the difference between REM and non-REM sleep?,0
10,In less than 6 hours More than 10 hours In less than 10 hours In less than 10 hours,0
10,What are the objectives of the Sleep Learning Objectives?,0
10,Which of the following is not a characteristic of insomnia?,0
10,Age:,0
10,What is the stage of sleep in which dreaming occurs?,0
10,Which of the following is not a characteristic of RBD?,0
10,7–9 hours.,0
10,What is a common cause of job loss?,0
10,What is the heightened suggestibility of hypnosis?,0
10,Understand the similarities and differences of hypnosis and meditation.,0
10,Sleep Behavior Disorder (RBD) is a type of sleep disorder that affects the brain,0
10,Which of the following is not associated with stage 2 sleep?,0
10,Adaptive Function of Sleep: What is the function of the Adaptive Function of Sleep,0
10,65 years old.,0
10,Disruptions of Normal Sleep Caused by Sleep Disruptions can cause disturbances of normal,0
10,Which of the following is correct about Scott Falater’s defense against murder?,0
10,What is a chronic deficiency of sleep?,0
10,Recognize the symptoms of several parasomnias.,0
10,What is the state of suggestibility associated with hypnosis?,0
10,Which of the following is not true of REM sleep deprivation?,0
10,Which of the following is not a benefit of sleep?,0
10,"Parasomnias are caused by a variety of parasomnias, including",0
10,"What is a recurring, cyclical pattern of bodily changes?",0
10,NREM Stages of Sleep are referred to as the NREM Stages of Sleep.,0
10,Which of the following is not a common abused drug?,0
10,Which of the following is correct about your own sleeping habits?,0
10,What is a stimulant that acts as an agonist of the dopamine neurotrans,0
10,What is codeine?,0
10,REM sleep plays a role in memory and learning.,0
10,Describe the diagnostic criteria for substance use disorders.,0
10,Opioids are an important component of the drug.,0
10,What is slow-wave sleep after learning a new task known for?,0
11,Someone who lobbies on behalf of a company that he or she works for as part of his or her job is ________.,1
11,How are collective goods different from private goods?,1
11,Why might several competing corporations join together in an association?,1
11,What type of incentives appeal to someone’s concern about a cause?,1
11,Which of the following is the best example of a solidary benefit?,1
11,What changes have occurred in the lobbying environment over the past three or four decades?,1
11,Which of the following is an aspect of iron triangles?,1
11,Which of the following is true of spending in politics?,1
11,What is a difference between a PAC and a super PAC?,1
11,Revolving door laws are designed to do which of the following?,1
11,In what ways are lobbyists regulated?,1
11,What is the limit on the number of interests in a society?,0
11,"Fierce, Isakowitz & Blalock, Isakowitz",0
11,Ernst & Young LLP is a leading global firm in the field of insurance.,0
11,"$11,970,000 is the sum of $11,970,000.",0
11,Interest groups often try to influence elections and politicians in order to achieve their objectives.,0
11,Which of the following is correct about lobbying firms in the United States?,0
11,Podesta Group is a member of the Podesta Group.,0
11,Describe free riding and the reasons it occurs.,0
11,Holland & Knight & Knight & Knight & Knight & Knight & Knight,0
11,Which of the following is not a cause of recent riots?,0
11,"$23,400,000 is the sum of the money that is spent on the purchase of the property.",0
